x,y,time
60.0,50.0,0.0
60.59779767537382,50.29753177144665,0.200000002
61.19123676670396,50.5901729738904,0.400000004
61.78038398828271,50.87799004749113,0.600000006
62.36530358146795,51.16104704495206,0.800000008
62.94605764267741,51.43940599293706,1.0000000100000002
63.5227061233887,51.71312689207067,1.200000012
64.09530683013928,51.982267716938104,1.4000000140000002
64.66391542452646,52.246884416085244,1.600000016
65.22858542320742,52.50703091201865,1.8000000180000002
65.78936873325414,52.762759620832064,2.0000000200000003
66.34634924839595,53.01415421520607,2.200000022
66.89958706030329,53.26127580874059,2.400000024
67.44911745739253,53.50416161830018,2.600000026
67.99497521251341,53.7428484502557,2.8000000280000004
68.53719458294901,53.97737270048434,3.0000000300000003
69.07580931041576,54.207770354369565,3.200000032
69.61085262106346,54.43407698680119,3.400000034
70.14235722547518,54.656327762175316,3.6000000360000004
70.6703553186674,54.87455743439436,3.8000000380000003
71.19487858008995,55.088800346867046,4.000000040000001
71.71595817362595,55.29909043250841,4.200000042
72.2336247475919,55.50546121373981,4.400000044
72.74790843473765,55.70794580248888,4.600000046000001
73.25883885224637,55.90657690018961,4.800000048
73.7664451017346,56.101386797782276,5.000000050000001
74.2707557692522,56.29240737571346,5.200000052
74.7717989252824,56.47967010393605,5.400000054
75.26960212474174,56.66320604190927,5.600000056000001
75.76419240698014,56.843045838598634,5.800000058
76.25559629578086,57.01921973247596,6.0000000600000005
76.74383979936046,57.1917575515194,6.200000062000001
77.2289484103689,57.360688713213406,6.400000064
77.71094710588947,57.52604222454872,6.600000066000001
78.1898603474388,57.68784668202242,6.800000068
78.66571208096683,57.84613027163788,7.0000000700000005
79.13852573685689,58.0009207689048,7.200000072000001
79.60832422992566,58.15224553883917,7.400000074
80.07512995942312,58.3001315359633,7.600000076000001
80.53896480903263,58.444605304305824,7.800000078000001
80.99985014687087,58.58569297740165,8.000000080000001
81.4578068254879,58.72342027829203,8.200000082
81.91285518186709,58.857812519524515,8.400000084
82.36501503742517,58.988894603152964,8.600000086000001
82.81430569801219,59.11669102073755,8.800000088
83.2607459539116,59.24122585334474,9.00000009
83.70435407984013,59.36252277154734,9.200000092000002
84.14514783494789,59.480605035424446,9.400000094000001
84.58314446281835,59.59549549456146,9.600000096
85.01836069146826,59.70721658805012,9.800000098
85.4508127333478,59.815790344488455,10.000000100000001
85.88051628534043,59.92123838198079,10.200000102
86.30748652876298,60.0235819081378,10.400000104
86.73173812936561,60.12284172007642,10.600000106000001
87.15328523733184,60.219038204419945,10.800000108
87.57214148727854,60.312191337297946,11.00000011
87.98831999825592,60.40232068434633,11.200000112000001
88.40183337374748,60.489445400707275,11.400000114000001
88.81269370167016,60.57358423102931,11.600000116
89.22091255437418,60.65475550946725,11.800000118000002
89.62650098864312,60.732977159682235,12.000000120000001
90.0294695456939,60.808266694841706,12.200000122
90.4298282511768,60.88064121761941,12.400000124000002
90.82758661517542,60.950117420195426,12.600000126000001
91.22275363220675,61.01671158425611,12.800000128
91.61533778122103,61.08043958099415,13.00000013
92.00534702560196,61.14131687110854,13.200000132000001
92.39278881316653,61.19935850480459,13.400000134
92.77767007616507,61.25457912179392,13.600000136
93.15999723128124,61.30699295129443,13.800000138000001
93.53977617963207,61.35661381203038,14.000000140000001
93.91701230676793,61.4034551122323,14.200000142
94.29171048267256,61.44752984963705,14.400000144000002
94.66387506176297,61.4888506114878,14.600000146000001
95.0335098828896,61.52742957453401,14.800000148
95.40061826933619,61.56327850503148,15.000000150000002
95.7652030288198,61.59640875874229,15.200000152000001
96.1272664534909,61.62683128093486,15.400000154
96.48681031993328,61.6545566063839,15.600000156000002
96.84383588916403,61.67959485937044,15.800000158000001
97.19834390663362,61.7019557536818,16.000000160000003
97.55033460222587,61.72164859261165,16.200000162000002
97.89980769025794,61.738682268959934,16.400000164
98.24676236948034,61.753065265032916,16.600000166
98.59120686482662,61.7648116949405,16.800000168
98.93318423007153,61.77395735880736,17.00000017
99.27270243384586,61.78051539460848,17.200000172000003
99.60976433708933,61.784495641486345,17.400000174000002
99.9443727130072,61.785907839875925,17.600000176
100.2765302470702,61.784761631504665,17.800000178
100.60623953701463,61.7810665593925,18.00000018
100.93350309284229,61.77483206785184,18.200000182
101.25832333682047,61.76606750248757,18.400000184000003
101.58070260348198,61.754782110197084,18.600000186000003
