x,y,z,time
1.0,1.0,1.0,0.0
1.0125017310121762,1.26000472880333,0.9848906640395927,0.010000000100000002
1.0487474852041483,1.5240967129312954,0.9731175131910493,0.020000000200000003
1.1072189245346267,1.798299569880171,0.9651706809134054,0.030000000300000006
1.1868850224235694,2.0885262563429134,0.9617602553585088,0.040000000400000006
1.2873738201597862,2.4004105790388928,0.9638783086763911,0.05000000050000001
1.4092757501232738,2.7389387036226918,0.9726841102873016,0.06000000060000001
1.5535123750588036,3.1093865447399534,0.9897657338039916,0.07000000070000001
1.721238229811012,3.5174694758980722,1.0171966818819265,0.08000000080000001
1.9138408213244011,3.969342329466193,1.0575358862192847,0.09000000090000002
2.13316206456342,4.471211639946997,1.114279484090764,0.10000000100000002
2.3819364967579824,5.029356677335178,1.1911053021395057,0.11000000110000002
2.6632478171245033,5.650577180838498,1.2925168330522536,0.12000000120000003
2.9804338535579546,6.341894037577834,1.4248693862231634,0.13000000130000003
3.3370865913890237,7.1105491419997335,1.5963703680324697,0.14000000140000002
3.737052173384116,7.964005395876427,1.8170792818464863,0.15000000150000004
4.184413916831575,8.909868420967182,2.098923797677811,0.16000000160000002
4.681328403617321,9.944933830753978,2.458515695996476,0.17000000170000004
5.233929513986183,11.079944278377951,2.9135925873523894,0.18000000180000003
5.849745865360116,12.33020846430871,3.483628727780014,0.19000000190000005
6.5343075484479645,13.700662204945118,4.192511890401551,0.20000000200000004
7.291146127245474,15.185868432615313,5.068543365426956,0.21000000210000005
8.121794639035281,16.770017195576685,6.144437960153921,0.22000000220000004
9.025787594386923,18.42692565801589,7.457323998967885,0.23000000230000003
10.000660977156834,20.12003810004886,9.048743323342046,0.24000000240000005
11.041952244488336,21.802425917720765,10.96465129183732,0.25000000250000004
12.143102186636446,23.41696755458911,13.254799211199765,0.26000000260000006
13.28803843565065,24.89101008583693,15.935388311020393,0.2700000027000001
14.451614132464467,26.10159939370347,19.007312018192582,0.28000000280000004
15.602306215191255,26.921658094266206,22.44617863988494,0.29000000290000005
16.700023047718254,27.234791178365455,26.18301165552252,0.30000000300000007
17.69610441970664,26.93528601160442,30.10424971678688,0.3100000031000001
18.534376507597546,25.92474592177688,34.05387920746327,0.32000000320000005
19.164468112653115,24.131940275473323,37.84415247946535,0.33000000330000007
19.53067378780007,21.664407432368467,41.23474980972291,0.3400000034000001
19.593583621750923,18.665360774258488,44.03260626125956,0.35000000350000005
19.33652839698427,15.27950350513573,46.11130684657911,0.36000000360000006
