x,y,z,time
1.0,1.0,1.0,0.0
1.0031692822382394,1.1298857692846003,0.9920499649051471,0.005000500050005001
1.0125041979308091,1.260030832231542,0.9848893135168258,0.010001000100010001
1.0277685360804782,1.3912000051233635,0.9785595959017961,0.015001500150015001
1.048756999738007,1.524150343899183,0.9731155214233888,0.020002000200020003
1.0752952060021461,1.6596311441547011,0.9686249587415058,0.025002500250025005
1.1072396860196372,1.7983839411421987,0.9651689358126203,0.030003000300030003
1.144477884985212,1.9411425097705388,0.9628416398897767,0.03500350035003501
1.1869210365504572,2.0886463425627215,0.9617599286740027,0.040004000400040006
1.2345464861383888,2.2415907804638016,0.9620645390701351,0.045004500450045004
1.287429353426218,2.4005727641279475,0.9638809283578057,0.05000500050005001
1.3456630344686111,2.5662107952238427,0.9673621715015098,0.05500550055005501
1.409355491901652,2.739150852587149,0.9726916949184589,0.060006000600060005
1.4786292549428421,2.9200663922205075,0.9800832764785805,0.06500650065006501
1.5536214193911009,3.1096583472935375,0.9897810455045185,0.07000700070007002
1.6344836476267652,3.3086551281428385,1.002059482771633,0.075007500750075
1.7213821686115907,3.5178126222719897,1.0172234205079995,0.08000800080008001
1.8144977778887494,3.737914194351547,1.035608042394411,0.08500850085008502
1.914025837582832,3.969770686219046,1.0575788835643753,0.09000900090009001
2.02021086226834,4.2141353649664,1.0836604254764126,0.09500950095009501
2.1333956343379796,4.4717405604249025,1.1143456824292746,0.10001000100010002
2.25394195115846,4.743415685389672,1.1500245204990018,0.10501050105010501
2.3822274749572574,5.030004099630082,1.1912023520991202,0.11001100110011001
2.5186457591564664,5.332362981399374,1.2385003920141555,0.11501150115011502
2.6636062483728042,5.651363327434654,1.2926556573996335,0.12001200120012001
2.81753427841761,5.987889952956899,1.3545209677820815,0.12501250125012503
2.980871076296843,6.3428414916709475,1.425064945059026,0.13001300130013002
3.1540737602110847,6.717130395765505,1.5053720134989947,0.135013501350135
3.3376153395555375,7.111682935913151,1.5966423997415156,0.14001400140014003
3.531984714920024,7.527439201270319,1.700192132797116,0.14501450145014502
3.737686678088991,7.96535309947732,1.8174530440473244,0.15001500150015
3.9552419120415045,8.42639235665833,1.9499727672446714,0.15501550155015503
4.185169304689371,8.91145697957118,2.099431480064787,0.16001600160016002
4.427278262120103,9.41797619454307,2.268421270392686,0.16501650165016502
4.682218156356824,9.94677273396216,2.4592034094685715,0.17001700170017003
4.951117346455125,10.500731336694782,2.6737999426422148,0.17501750175017503
5.234979233580368,11.082088176991848,2.914508870435855,0.18001800180018002
5.534682261007687,11.692430864488848,3.183904148544193,0.18501850185018504
5.850979914121973,12.332698444205839,3.48483568783439,0.19001900190019003
6.184500720417896,13.003181396547465,3.8204293543460723,0.19501950195019502
6.535748249499891,13.703521637302943,4.194086969291332,0.20002000200020004
6.905101113082157,14.43271251764606,4.609486309054718,0.20502050205020503
7.292812964988668,15.189098824135186,5.070581105193249,0.21002100210021002
7.699012501153162,15.970376778713268,5.581601044436403,0.21502150215021504
8.123703459619145,16.773594038707824,6.1470517686861195,0.22002200220022003
8.566764620539892,17.59514969683095,6.771714875016802,0.22502250225022502
9.027949806178452,18.430794281179324,7.4606479156753265,0.23002300230023004
9.506887880907628,19.275629755234196,8.219184398081016,0.23502350235023503
